Camera,Chamber_Column,Plate_position,Plate,WellID,StrainID,Status,NitrogenHistory,SalineHistory,ContSaline,Rep,area,greenness,Date,Hour,Date.merge,PlatexWell,StartingSize
D,1,plate1,42,a01,Ancestor,Ancestor,NA,NA,High,1,17281,0.418224012,10,13,10.54166667,42 a01,12.639
D,1,plate1,42,a03,Sterile,Sterile,NA,NA,High,1,17229,0.381003093,10,13,10.54166667,42 a03,15.905
D,1,plate1,42,b01,St46,Evolved,High,Low,High,1,13401,0.409119834,10,13,10.54166667,42 b01,9.978
D,1,plate1,42,b02,St69,Evolved,High,High,High,1,10913,0.385100926,10,13,10.54166667,42 b02,6.45
D,1,plate1,42,b03,St7,Evolved,Low,Low,High,1,13722,0.385225569,10,13,10.54166667,42 b03,9.088
D,1,plate1,42,b05,St47,Evolved,High,Low,High,1,17705,0.378481909,10,13,10.54166667,42 b05,11.589
D,1,plate1,42,b06,St70,Evolved,High,High,High,1,7723,0.399825018,10,13,10.54166667,42 b06,4.219
D,1,plate1,42,c01,St8,Evolved,Low,Low,High,1,13464,0.38664468,10,13,10.54166667,42 c01,9.035
D,1,plate1,42,c03,St48,Evolved,High,Low,High,1,11605,0.387384819,10,13,10.54166667,42 c03,7.465
D,1,plate1,42,c05,St9,Evolved,Low,Low,High,1,17415,0.38944271,10,13,10.54166667,42 c05,10.085
D,1,plate1,42,d01,St49,Evolved,High,Low,High,1,13421,0.394188203,10,13,10.54166667,42 d01,10.324
D,1,plate1,42,d05,St50,Evolved,High,Low,High,1,10843,0.368963586,10,13,10.54166667,42 d05,6.906
B,2,plate2,43,b04,St32,Evolved,Low,High,High,1,20121,0.363487225,10,13,10.54166667,43 b04,14.202
B,2,plate2,43,c01,St13,Evolved,Low,Low,High,1,13013,0.366896212,10,13,10.54166667,43 c01,9.641
B,2,plate2,43,c02,St33,Evolved,Low,High,High,1,7876,0.358189932,10,13,10.54166667,43 c02,5.337
B,2,plate2,43,c05,St14,Evolved,Low,Low,High,1,11375,0.358585279,10,13,10.54166667,43 c05,9.179
B,2,plate2,43,d03,St15,Evolved,Low,Low,High,1,15193,0.367426746,10,13,10.54166667,43 d03,11.402
D,2,plate2,44,b04,St37,Evolved,Low,High,High,1,12912,0.398455473,10,13,10.54166667,44 b04,8.599
D,2,plate2,44,c04,St19,Evolved,Low,Low,High,1,19521,0.375009674,10,13,10.54166667,44 c04,17.089
D,2,plate2,44,c05,St39,Evolved,Low,High,High,1,8766,0.368136544,10,13,10.54166667,44 c05,5.272
D,2,plate2,44,d04,Ancestor,Ancestor,NA,NA,High,1,11687,0.373643571,10,13,10.54166667,44 d04,9.233
D,2,plate2,44,d06,Sterile,Sterile,NA,NA,High,1,13464,0.375416817,10,13,10.54166667,44 d06,11.516
C,3,plate1,45,a01,Ancestor,Ancestor,NA,NA,High,2,15744,0.398668182,10,13,10.54166667,45 a01,9.524
C,3,plate1,45,a03,Sterile,Sterile,NA,NA,High,2,17495,0.3958868,10,13,10.54166667,45 a03,12.786
C,3,plate1,45,a04,Sterile,Sterile,NA,NA,High,2,14460,0.388417704,10,13,10.54166667,45 a04,10.25
C,3,plate1,45,a05,St1,Evolved,Low,Low,High,2,12475,0.370540827,10,13,10.54166667,45 a05,7.898
C,3,plate1,45,a06,St21,Evolved,Low,High,High,2,15050,0.375498261,10,13,10.54166667,45 a06,9.782
C,3,plate1,45,b01,St41,Evolved,High,Low,High,2,19214,0.377896092,10,13,10.54166667,45 b01,14.594
C,3,plate1,45,b02,St62,Evolved,High,High,High,2,15248,0.393114497,10,13,10.54166667,45 b02,5.365
C,3,plate1,45,b03,St2,Evolved,Low,Low,High,2,11078,0.405354028,10,13,10.54166667,45 b03,7.251
C,3,plate1,45,b04,St22,Evolved,Low,High,High,2,17012,0.379808759,10,13,10.54166667,45 b04,10.952
C,3,plate1,45,b05,St42,Evolved,High,Low,High,2,17759,0.383137939,10,13,10.54166667,45 b05,12.793
C,3,plate1,45,b06,St63,Evolved,High,High,High,2,18168,0.361666881,10,13,10.54166667,45 b06,14.777
C,3,plate1,45,c01,St3,Evolved,Low,Low,High,2,16882,0.395816997,10,13,10.54166667,45 c01,12.427
C,3,plate1,45,c02,St23,Evolved,Low,High,High,2,14276,0.382622761,10,13,10.54166667,45 c02,10.163
C,3,plate1,45,c03,St43,Evolved,High,Low,High,2,18374,0.370706439,10,13,10.54166667,45 c03,14.831
C,3,plate1,45,c04,St64,Evolved,High,High,High,2,17977,0.387230388,10,13,10.54166667,45 c04,13.795
C,3,plate1,45,c06,St24,Evolved,Low,High,High,2,19457,0.375580089,10,13,10.54166667,45 c06,13.987
C,3,plate1,45,d01,St44,Evolved,High,Low,High,2,13090,0.373090055,10,13,10.54166667,45 d01,10.467
C,3,plate1,45,d02,St65,Evolved,High,High,High,2,9250,0.362943801,10,13,10.54166667,45 d02,7.904
C,3,plate1,45,d04,St25,Evolved,Low,High,High,2,15021,0.390424165,10,13,10.54166667,45 d04,8.561
C,3,plate1,45,d05,St45,Evolved,High,Low,High,2,15418,0.374369748,10,13,10.54166667,45 d05,12.918
C,3,plate1,45,d06,St67,Evolved,High,High,High,2,7206,0.375542598,10,13,10.54166667,45 d06,4.464
A,3,plate1,46,a01,Ancestor,Ancestor,NA,NA,High,2,12985,0.375581291,10,13,10.54166667,46 a01,10.498
A,3,plate1,46,a03,Sterile,Sterile,NA,NA,High,2,10187,0.385516125,10,13,10.54166667,46 a03,8.311
A,3,plate1,46,a04,Sterile,Sterile,NA,NA,High,2,14425,0.37616992,10,13,10.54166667,46 a04,11.574
A,3,plate1,46,b01,St46,Evolved,High,Low,High,2,14714,0.378258621,10,13,10.54166667,46 b01,12.121
A,3,plate1,46,b02,St69,Evolved,High,High,High,2,12576,0.372077198,10,13,10.54166667,46 b02,9.058
A,3,plate1,46,b03,St7,Evolved,Low,Low,High,2,18183,0.379212301,10,13,10.54166667,46 b03,12.407
A,3,plate1,46,b05,St47,Evolved,High,Low,High,2,15143,0.391972462,10,13,10.54166667,46 b05,9.637
A,3,plate1,46,b06,St70,Evolved,High,High,High,2,14629,0.378479173,10,13,10.54166667,46 b06,9.661
A,3,plate1,46,c01,St8,Evolved,Low,Low,High,2,7845,0.373757099,10,13,10.54166667,46 c01,5.065
A,3,plate1,46,c03,St48,Evolved,High,Low,High,2,12755,0.377407744,10,13,10.54166667,46 c03,9.516
A,3,plate1,46,c05,St9,Evolved,Low,Low,High,2,12438,0.380255811,10,13,10.54166667,46 c05,9.973
A,3,plate1,46,d01,St49,Evolved,High,Low,High,2,13388,0.373162029,10,13,10.54166667,46 d01,10.675
A,3,plate1,46,d05,St50,Evolved,High,Low,High,2,6235,0.385263442,10,13,10.54166667,46 d05,3.851
C,4,plate2,47,b04,St32,Evolved,Low,High,High,2,21262,0.385200765,10,13,10.54166667,47 b04,13.073
C,4,plate2,47,c01,St13,Evolved,Low,Low,High,2,11196,0.367747548,10,13,10.54166667,47 c01,11.92
C,4,plate2,47,c02,St33,Evolved,Low,High,High,2,16652,0.380815751,10,13,10.54166667,47 c02,12.173
C,4,plate2,47,c05,St14,Evolved,Low,Low,High,2,9689,0.382016951,10,13,10.54166667,47 c05,7.252
C,4,plate2,47,d03,St15,Evolved,Low,Low,High,2,11311,0.372834987,10,13,10.54166667,47 d03,7.481
A,4,plate2,48,b04,St37,Evolved,Low,High,High,2,19271,0.393284887,10,13,10.54166667,48 b04,10.829
A,4,plate2,48,c04,St19,Evolved,Low,Low,High,2,16908,0.372128821,10,13,10.54166667,48 c04,14.008
A,4,plate2,48,c05,St39,Evolved,Low,High,High,2,16166,0.373324506,10,13,10.54166667,48 c05,13.1
A,4,plate2,48,d04,Ancestor,Ancestor,NA,NA,High,2,14437,0.399983869,10,13,10.54166667,48 d04,11.685
A,4,plate2,48,d06,Sterile,Sterile,NA,NA,High,2,18784,0.389245079,10,13,10.54166667,48 d06,13.545
D,5,plate1,49,a01,Ancestor,Ancestor,NA,NA,High,3,15622,0.381283722,10,13,10.54166667,49 a01,11.008
D,5,plate1,49,a03,Sterile,Sterile,NA,NA,High,3,15289,0.396884336,10,13,10.54166667,49 a03,9.153
D,5,plate1,49,a04,Sterile,Sterile,NA,NA,High,3,22054,0.402871789,10,13,10.54166667,49 a04,12.098
D,5,plate1,49,a05,St1,Evolved,Low,Low,High,3,14639,0.368488085,10,13,10.54166667,49 a05,13.307
D,5,plate1,49,a06,St21,Evolved,Low,High,High,3,10559,0.376403937,10,13,10.54166667,49 a06,9.996
D,5,plate1,49,b01,St41,Evolved,High,Low,High,3,18419,0.379460085,10,13,10.54166667,49 b01,10.925
D,5,plate1,49,b02,St62,Evolved,High,High,High,3,14686,0.398349784,10,13,10.54166667,49 b02,7.907
D,5,plate1,49,b03,St2,Evolved,Low,Low,High,3,14431,0.389298181,10,13,10.54166667,49 b03,5.257
D,5,plate1,49,b04,St22,Evolved,Low,High,High,3,20248,0.385959858,10,13,10.54166667,49 b04,9.727
D,5,plate1,49,b05,St42,Evolved,High,Low,High,3,17943,0.38925754,10,13,10.54166667,49 b05,10.115
D,5,plate1,49,b06,St63,Evolved,High,High,High,3,17959,0.367889962,10,13,10.54166667,49 b06,12.817
D,5,plate1,49,c01,St3,Evolved,Low,Low,High,3,15466,0.384746282,10,13,10.54166667,49 c01,10.302
D,5,plate1,49,c02,St23,Evolved,Low,High,High,3,15634,0.386621438,10,13,10.54166667,49 c02,9.886
D,5,plate1,49,c03,St43,Evolved,High,Low,High,3,15314,0.387943702,10,13,10.54166667,49 c03,7.992
D,5,plate1,49,c04,St64,Evolved,High,High,High,3,11247,0.379547625,10,13,10.54166667,49 c04,8.549
D,5,plate1,49,c06,St24,Evolved,Low,High,High,3,18184,0.393356349,10,13,10.54166667,49 c06,10.326
D,5,plate1,49,d01,St44,Evolved,High,Low,High,3,21468,0.393025002,10,13,10.54166667,49 d01,11.775
D,5,plate1,49,d02,St65,Evolved,High,High,High,3,15295,0.395019131,10,13,10.54166667,49 d02,7.543
D,5,plate1,49,d04,St25,Evolved,Low,High,High,3,22316,0.399284394,10,13,10.54166667,49 d04,11.805
D,5,plate1,49,d05,St45,Evolved,High,Low,High,3,17591,0.394288956,10,13,10.54166667,49 d05,9.564
D,5,plate1,49,d06,St67,Evolved,High,High,High,3,16859,0.385107494,10,13,10.54166667,49 d06,8.48
B,5,plate1,50,a01,Ancestor,Ancestor,NA,NA,High,3,13516,0.364571958,10,13,10.54166667,50 a01,10.762
B,5,plate1,50,a03,Sterile,Sterile,NA,NA,High,3,13435,0.381470923,10,13,10.54166667,50 a03,8.703
B,5,plate1,50,a04,Sterile,Sterile,NA,NA,High,3,11924,0.373495883,10,13,10.54166667,50 a04,10.367
B,5,plate1,50,b01,St46,Evolved,High,Low,High,3,13331,0.372221069,10,13,10.54166667,50 b01,9.587
B,5,plate1,50,b02,St69,Evolved,High,High,High,3,18834,0.376528152,10,13,10.54166667,50 b02,11.799
B,5,plate1,50,b03,St7,Evolved,Low,Low,High,3,17472,0.372259389,10,13,10.54166667,50 b03,10.869
B,5,plate1,50,b05,St47,Evolved,High,Low,High,3,15193,0.369218068,10,13,10.54166667,50 b05,16.352
B,5,plate1,50,b06,St70,Evolved,High,High,High,3,8717,0.35638301,10,13,10.54166667,50 b06,11.869
B,5,plate1,50,c01,St8,Evolved,Low,Low,High,3,13320,0.368220291,10,13,10.54166667,50 c01,9.375
B,5,plate1,50,c03,St48,Evolved,High,Low,High,3,9527,0.373005135,10,13,10.54166667,50 c03,7.235
B,5,plate1,50,c05,St9,Evolved,Low,Low,High,3,13170,0.371761168,10,13,10.54166667,50 c05,10.234
B,5,plate1,50,d01,St49,Evolved,High,Low,High,3,12292,0.368032125,10,13,10.54166667,50 d01,11.368
B,5,plate1,50,d05,St50,Evolved,High,Low,High,3,17683,0.371527547,10,13,10.54166667,50 d05,11.876
D,6,plate2,51,b04,St32,Evolved,Low,High,High,3,14728,0.382373172,10,13,10.54166667,51 b04,7.716
D,6,plate2,51,c01,St13,Evolved,Low,Low,High,3,11115,0.37891638,10,13,10.54166667,51 c01,8.334
D,6,plate2,51,c02,St33,Evolved,Low,High,High,3,12923,0.373278529,10,13,10.54166667,51 c02,10.049
D,6,plate2,51,c05,St14,Evolved,Low,Low,High,3,12015,0.382274628,10,13,10.54166667,51 c05,10.756
D,6,plate2,51,d03,St15,Evolved,Low,Low,High,3,17533,0.386976524,10,13,10.54166667,51 d03,12.271
B,6,plate2,52,b04,St37,Evolved,Low,High,High,3,7431,0.364129333,10,13,10.54166667,52 b04,4.501
B,6,plate2,52,c04,St19,Evolved,Low,Low,High,3,12271,0.370685772,10,13,10.54166667,52 c04,8.389
B,6,plate2,52,c05,St39,Evolved,Low,High,High,3,7300,0.36768449,10,13,10.54166667,52 c05,4.6645
B,6,plate2,52,d04,Ancestor,Ancestor,NA,NA,High,3,9199,0.37086259,10,13,10.54166667,52 d04,5.402
B,6,plate2,52,d06,Sterile,Sterile,NA,NA,High,3,9982,0.371822712,10,13,10.54166667,52 d06,5.866
A,7,plate1,53,a01,Ancestor,Ancestor,NA,NA,High,4,11641,0.389470849,10,13,10.54166667,53 a01,9.167
A,7,plate1,53,a03,Sterile,Sterile,NA,NA,High,4,7990,0.408083164,10,13,10.54166667,53 a03,5.5085
A,7,plate1,53,a04,Sterile,Sterile,NA,NA,High,4,5613,0.371047392,10,13,10.54166667,53 a04,5.4515
A,7,plate1,53,a05,St1,Evolved,Low,Low,High,4,7788,0.377346032,10,13,10.54166667,53 a05,5.749
A,7,plate1,53,a06,St21,Evolved,Low,High,High,4,12941,0.378093897,10,13,10.54166667,53 a06,9.221
A,7,plate1,53,b01,St41,Evolved,High,Low,High,4,8024,0.403188683,10,13,10.54166667,53 b01,4.7445
A,7,plate1,53,b02,St62,Evolved,High,High,High,4,16355,0.390697499,10,13,10.54166667,53 b02,10.308
A,7,plate1,53,b03,St2,Evolved,Low,Low,High,4,14664,0.408722436,10,13,10.54166667,53 b03,8.637
A,7,plate1,53,b04,St22,Evolved,Low,High,High,4,10256,0.393887188,10,13,10.54166667,53 b04,5.596
A,7,plate1,53,b05,St42,Evolved,High,Low,High,4,10896,0.383310711,10,13,10.54166667,53 b05,6.4995
A,7,plate1,53,b06,St63,Evolved,High,High,High,4,9354,0.387607192,10,13,10.54166667,53 b06,9.12
A,7,plate1,53,c01,St3,Evolved,Low,Low,High,4,15186,0.406806134,10,13,10.54166667,53 c01,9.9665
A,7,plate1,53,c02,St23,Evolved,Low,High,High,4,8172,0.401569276,10,13,10.54166667,53 c02,4.451
A,7,plate1,53,c03,St43,Evolved,High,Low,High,4,16880,0.392447718,10,13,10.54166667,53 c03,11.8635
A,7,plate1,53,c04,St64,Evolved,High,High,High,4,10600,0.379196548,10,13,10.54166667,53 c04,7.107
A,7,plate1,53,c06,St24,Evolved,Low,High,High,4,7365,0.371017283,10,13,10.54166667,53 c06,8.6655
A,7,plate1,53,d01,St44,Evolved,High,Low,High,4,7224,0.3930767,10,13,10.54166667,53 d01,4.065
A,7,plate1,53,d02,St65,Evolved,High,High,High,4,13570,0.380086554,10,13,10.54166667,53 d02,8.9985
A,7,plate1,53,d04,St25,Evolved,Low,High,High,4,7826,0.397517697,10,13,10.54166667,53 d04,4.6615
A,7,plate1,53,d05,St45,Evolved,High,Low,High,4,12499,0.387269811,10,13,10.54166667,53 d05,7.202
A,7,plate1,53,d06,St67,Evolved,High,High,High,4,13797,0.396871661,10,13,10.54166667,53 d06,3.6485
C,7,plate1,54,a01,Ancestor,Ancestor,NA,NA,High,4,12057,0.382479148,10,13,10.54166667,54 a01,8.627
C,7,plate1,54,a03,Sterile,Sterile,NA,NA,High,4,11608,0.397697221,10,13,10.54166667,54 a03,8.7515
C,7,plate1,54,a04,Sterile,Sterile,NA,NA,High,4,14416,0.393316944,10,13,10.54166667,54 a04,12.9955
C,7,plate1,54,b01,St46,Evolved,High,Low,High,4,13325,0.383819914,10,13,10.54166667,54 b01,9.199
C,7,plate1,54,b02,St69,Evolved,High,High,High,4,16525,0.37093315,10,13,10.54166667,54 b02,11.0525
C,7,plate1,54,b03,St7,Evolved,Low,Low,High,4,14623,0.400572908,10,13,10.54166667,54 b03,9.85
C,7,plate1,54,b05,St47,Evolved,High,Low,High,4,14326,0.375728818,10,13,10.54166667,54 b05,11.6255
C,7,plate1,54,b06,St70,Evolved,High,High,High,4,11044,0.380042102,10,13,10.54166667,54 b06,9.0495
C,7,plate1,54,c01,St8,Evolved,Low,Low,High,4,16561,0.398663489,10,13,10.54166667,54 c01,13.911
C,7,plate1,54,c03,St48,Evolved,High,Low,High,4,13408,0.386941224,10,13,10.54166667,54 c03,10.9275
C,7,plate1,54,c05,St9,Evolved,Low,Low,High,4,12525,0.385741963,10,13,10.54166667,54 c05,11.103
C,7,plate1,54,d01,St49,Evolved,High,Low,High,4,13148,0.377391478,10,13,10.54166667,54 d01,14.5025
C,7,plate1,54,d05,St50,Evolved,High,Low,High,4,9187,0.386170812,10,13,10.54166667,54 d05,10.701
A,8,plate2,55,b04,St32,Evolved,Low,High,High,4,20938,0.392785555,10,13,10.54166667,55 b04,12.662
A,8,plate2,55,c01,St13,Evolved,Low,Low,High,4,11996,0.382157999,10,13,10.54166667,55 c01,6.8915
A,8,plate2,55,c02,St33,Evolved,Low,High,High,4,7839,0.388493789,10,13,10.54166667,55 c02,5.066
A,8,plate2,55,c05,St14,Evolved,Low,Low,High,4,14714,0.391375697,10,13,10.54166667,55 c05,8.831
A,8,plate2,55,d03,St15,Evolved,Low,Low,High,4,13460,0.368934213,10,13,10.54166667,55 d03,9.608
C,8,plate2,56,b04,St37,Evolved,Low,High,High,4,16608,0.384047278,10,13,10.54166667,56 b04,11.058
C,8,plate2,56,c04,St19,Evolved,Low,Low,High,4,12179,0.37041692,10,13,10.54166667,56 c04,9.8025
C,8,plate2,56,c05,St39,Evolved,Low,High,High,4,10155,0.38095396,10,13,10.54166667,56 c05,8.35
C,8,plate2,56,d04,Ancestor,Ancestor,NA,NA,High,4,10223,0.373153168,10,13,10.54166667,56 d04,6.521
C,8,plate2,56,d06,Sterile,Sterile,NA,NA,High,4,15600,0.371360318,10,13,10.54166667,56 d06,12.509
B,9,plate1,57,a01,Ancestor,Ancestor,NA,NA,High,5,14568,0.371935371,10,13,10.54166667,57 a01,10.752
B,9,plate1,57,a03,Sterile,Sterile,NA,NA,High,5,15060,0.368437152,10,13,10.54166667,57 a03,15.1495
B,9,plate1,57,a04,Sterile,Sterile,NA,NA,High,5,7936,0.375455496,10,13,10.54166667,57 a04,5.9515
B,9,plate1,57,a05,St1,Evolved,Low,Low,High,5,18498,0.369396603,10,13,10.54166667,57 a05,12.698
B,9,plate1,57,a06,St21,Evolved,Low,High,High,5,11380,0.359286162,10,13,10.54166667,57 a06,8.836
B,9,plate1,57,b01,St41,Evolved,High,Low,High,5,15682,0.372000336,10,13,10.54166667,57 b01,11.7895
B,9,plate1,57,b02,St62,Evolved,High,High,High,5,13897,0.368979943,10,13,10.54166667,57 b02,10.8185
B,9,plate1,57,b03,St2,Evolved,Low,Low,High,5,9479,0.365789781,10,13,10.54166667,57 b03,6.743
B,9,plate1,57,b04,St22,Evolved,Low,High,High,5,15875,0.363145367,10,13,10.54166667,57 b04,13.145
B,9,plate1,57,b05,St42,Evolved,High,Low,High,5,15043,0.367229714,10,13,10.54166667,57 b05,12.447
B,9,plate1,57,b06,St63,Evolved,High,High,High,5,7241,0.370302089,10,13,10.54166667,57 b06,5.4635
B,9,plate1,57,c01,St3,Evolved,Low,Low,High,5,15383,0.368609282,10,13,10.54166667,57 c01,11.77
B,9,plate1,57,c02,St23,Evolved,Low,High,High,5,15989,0.376427203,10,13,10.54166667,57 c02,9.843
B,9,plate1,57,c03,St43,Evolved,High,Low,High,5,8122,0.391022575,10,13,10.54166667,57 c03,5.0055
B,9,plate1,57,c04,St64,Evolved,High,High,High,5,15020,0.37517344,10,13,10.54166667,57 c04,9.426
B,9,plate1,57,c06,St24,Evolved,Low,High,High,5,6735,0.361013654,10,13,10.54166667,57 c06,4.1305
B,9,plate1,57,d01,St44,Evolved,High,Low,High,5,8547,0.382660826,10,13,10.54166667,57 d01,5.906
B,9,plate1,57,d02,St65,Evolved,High,High,High,5,13885,0.371358343,10,13,10.54166667,57 d02,12.6615
B,9,plate1,57,d04,St25,Evolved,Low,High,High,5,10995,0.365501013,10,13,10.54166667,57 d04,9.351
B,9,plate1,57,d05,St45,Evolved,High,Low,High,5,13658,0.365412855,10,13,10.54166667,57 d05,11.6215
B,9,plate1,57,d06,St67,Evolved,High,High,High,5,16262,0.345074306,10,13,10.54166667,57 d06,14.4285
D,9,plate1,58,a01,Ancestor,Ancestor,NA,NA,High,5,15301,0.37191921,10,13,10.54166667,58 a01,12.038
D,9,plate1,58,a03,Sterile,Sterile,NA,NA,High,5,11302,0.387440974,10,13,10.54166667,58 a03,9.369
D,9,plate1,58,a04,Sterile,Sterile,NA,NA,High,5,11212,0.388853603,10,13,10.54166667,58 a04,9.656
D,9,plate1,58,b01,St46,Evolved,High,Low,High,5,10411,0.375245272,10,13,10.54166667,58 b01,7.5105
D,9,plate1,58,b02,St69,Evolved,High,High,High,5,13844,0.376443478,10,13,10.54166667,58 b02,10.4765
D,9,plate1,58,b03,St7,Evolved,Low,Low,High,5,10448,0.380794532,10,13,10.54166667,58 b03,13.9655
D,9,plate1,58,b05,St47,Evolved,High,Low,High,5,8735,0.364327257,10,13,10.54166667,58 b05,6.7485
D,9,plate1,58,b06,St70,Evolved,High,High,High,5,9311,0.374188238,10,13,10.54166667,58 b06,6.6595
D,9,plate1,58,c01,St8,Evolved,Low,Low,High,5,14850,0.382679251,10,13,10.54166667,58 c01,9.926
D,9,plate1,58,c03,St48,Evolved,High,Low,High,5,8042,0.388694908,10,13,10.54166667,58 c03,4.52
D,9,plate1,58,c05,St9,Evolved,Low,Low,High,5,14671,0.381797916,10,13,10.54166667,58 c05,12.192
D,9,plate1,58,d01,St49,Evolved,High,Low,High,5,10211,0.383005969,10,13,10.54166667,58 d01,8.8655
D,9,plate1,58,d05,St50,Evolved,High,Low,High,5,15102,0.378084837,10,13,10.54166667,58 d05,11.19
B,10,plate2,59,b04,St32,Evolved,Low,High,High,5,18305,0.361645485,10,13,10.54166667,59 b04,14.933
B,10,plate2,59,c01,St13,Evolved,Low,Low,High,5,17008,0.364605248,10,13,10.54166667,59 c01,12.855
B,10,plate2,59,c02,St33,Evolved,Low,High,High,5,17401,0.364539613,10,13,10.54166667,59 c02,14.7905
B,10,plate2,59,c05,St14,Evolved,Low,Low,High,5,11710,0.349551251,10,13,10.54166667,59 c05,10.9765
B,10,plate2,59,d03,St15,Evolved,Low,Low,High,5,11792,0.361350188,10,13,10.54166667,59 d03,9.1655
D,10,plate2,60,b04,St37,Evolved,Low,High,High,5,12517,0.374047704,10,13,10.54166667,60 b04,7.3265
D,10,plate2,60,c04,St19,Evolved,Low,Low,High,5,9943,0.360454061,10,13,10.54166667,60 c04,3.5885
D,10,plate2,60,c05,St39,Evolved,Low,High,High,5,15231,0.365709849,10,13,10.54166667,60 c05,11.519
D,10,plate2,60,d04,Ancestor,Ancestor,NA,NA,High,5,18377,0.37463325,10,13,10.54166667,60 d04,14.83
D,10,plate2,60,d06,Sterile,Sterile,NA,NA,High,5,9297,0.371555275,10,13,10.54166667,60 d06,7.045
A,1,plate1,1,a01,Ancestor,Ancestor,NA,NA,Low,1,10036,0.396911439,10,20,10.83333333,1 a01,5.099
A,1,plate1,1,a03,Sterile,Sterile,NA,NA,Low,1,27986,0.408795744,10,20,10.83333333,1 a03,12.84
A,1,plate1,1,a05,St1,Evolved,Low,Low,Low,1,19171,0.383126631,10,20,10.83333333,1 a05,8.576
A,1,plate1,1,a06,St21,Evolved,Low,High,Low,1,14015,0.384147651,10,20,10.83333333,1 a06,5.579
A,1,plate1,1,b01,St41,Evolved,High,Low,Low,1,13467,0.398060823,10,20,10.83333333,1 b01,6.603
A,1,plate1,1,b02,St62,Evolved,High,High,Low,1,11156,0.395184573,10,20,10.83333333,1 b02,4.913
A,1,plate1,1,b03,St2,Evolved,Low,Low,Low,1,11066,0.387713254,10,20,10.83333333,1 b03,4.951
A,1,plate1,1,b04,St22,Evolved,Low,High,Low,1,16217,0.378181716,10,20,10.83333333,1 b04,8.849
A,1,plate1,1,b05,St42,Evolved,High,Low,Low,1,9587,0.382409505,10,20,10.83333333,1 b05,4.825
A,1,plate1,1,b06,St63,Evolved,High,High,Low,1,16402,0.387572034,10,20,10.83333333,1 b06,9.108
A,1,plate1,1,c01,St3,Evolved,Low,Low,Low,1,10916,0.395973193,10,20,10.83333333,1 c01,5.696
A,1,plate1,1,c02,St23,Evolved,Low,High,Low,1,20812,0.397186623,10,20,10.83333333,1 c02,11.036
A,1,plate1,1,c03,St43,Evolved,High,Low,Low,1,15193,0.389419536,10,20,10.83333333,1 c03,8.74
A,1,plate1,1,c04,St64,Evolved,High,High,Low,1,18941,0.38854592,10,20,10.83333333,1 c04,11.627
A,1,plate1,1,c06,St24,Evolved,Low,High,Low,1,9351,0.373069678,10,20,10.83333333,1 c06,5.189
A,1,plate1,1,d01,St44,Evolved,High,Low,Low,1,10142,0.393055051,10,20,10.83333333,1 d01,5.212
A,1,plate1,1,d02,St65,Evolved,High,High,Low,1,10798,0.39025751,10,20,10.83333333,1 d02,4.946
A,1,plate1,1,d04,St25,Evolved,Low,High,Low,1,21241,0.381980277,10,20,10.83333333,1 d04,9.156
A,1,plate1,1,d05,St45,Evolved,High,Low,Low,1,12082,0.390620217,10,20,10.83333333,1 d05,6.036
A,1,plate1,1,d06,St67,Evolved,High,High,Low,1,10774,0.391191875,10,20,10.83333333,1 d06,5.488
C,1,plate1,2,a01,Ancestor,Ancestor,NA,NA,Low,1,9886,0.393954146,10,20,10.83333333,2 a01,2.885
C,1,plate1,2,a03,Sterile,Sterile,NA,NA,Low,1,10773,0.402512793,10,20,10.83333333,2 a03,4.682
C,1,plate1,2,b01,St46,Evolved,High,Low,Low,1,22159,0.392356978,10,20,10.83333333,2 b01,10.282
C,1,plate1,2,b02,St69,Evolved,High,High,Low,1,23689,0.397301842,10,20,10.83333333,2 b02,9.797
C,1,plate1,2,b03,St7,Evolved,Low,Low,Low,1,34698,0.405684836,10,20,10.83333333,2 b03,11.556
C,1,plate1,2,b05,St47,Evolved,High,Low,Low,1,17109,0.386873802,10,20,10.83333333,2 b05,5.601
C,1,plate1,2,b06,St70,Evolved,High,High,Low,1,15881,0.395594421,10,20,10.83333333,2 b06,4.946
C,1,plate1,2,c01,St8,Evolved,Low,Low,Low,1,17397,0.397222055,10,20,10.83333333,2 c01,9.556
C,1,plate1,2,c03,St48,Evolved,High,Low,Low,1,9778,0.395132201,10,20,10.83333333,2 c03,4.658
C,1,plate1,2,c05,St9,Evolved,Low,Low,Low,1,20471,0.397223295,10,20,10.83333333,2 c05,10.597
C,1,plate1,2,d01,St49,Evolved,High,Low,Low,1,23219,0.390433836,10,20,10.83333333,2 d01,12.17
C,1,plate1,2,d05,St50,Evolved,High,Low,Low,1,20951,0.385926454,10,20,10.83333333,2 d05,9.786
A,2,plate2,3,b04,St32,Evolved,Low,High,Low,1,5647,0.376128062,10,20,10.83333333,3 b04,3.647
A,2,plate2,3,c01,St13,Evolved,Low,Low,Low,1,14035,0.380627582,10,20,10.83333333,3 c01,7.595
A,2,plate2,3,c02,St33,Evolved,Low,High,Low,1,16124,0.385236382,10,20,10.83333333,3 c02,6.656
A,2,plate2,3,c05,St14,Evolved,Low,Low,Low,1,8777,0.38337427,10,20,10.83333333,3 c05,5.102
A,2,plate2,3,d03,St15,Evolved,Low,Low,Low,1,11706,0.3812516,10,20,10.83333333,3 d03,4.702
