Camera,Chamber_Column,Plate_position,Plate,WellID,StrainID,Status,NitrogenHistory,SalineHistory,ContSaline,Rep,area,greenness,Date,Hour,Date.merge,PlatexWell,StartingSize
A,9,plate1,17,b04,St22,Evolved,Low,High,Low,5,14441,0.395620615,3,6,3.25,17 b04,13.453
A,9,plate1,17,b05,St42,Evolved,High,Low,Low,5,13377,0.406245342,3,6,3.25,17 b05,11.1995
A,9,plate1,17,b06,St63,Evolved,High,High,Low,5,3921,0.371847939,3,6,3.25,17 b06,3.795
A,9,plate1,17,c01,St3,Evolved,Low,Low,Low,5,9272,0.403102257,3,6,3.25,17 c01,9.0875
A,9,plate1,17,c02,St23,Evolved,Low,High,Low,5,11925,0.402690755,3,6,3.25,17 c02,10.9365
A,9,plate1,17,c03,St43,Evolved,High,Low,Low,5,6705,0.381885038,3,6,3.25,17 c03,6.0445
A,9,plate1,17,c04,St64,Evolved,High,High,Low,5,11224,0.39022366,3,6,3.25,17 c04,10.551
A,9,plate1,17,c06,St24,Evolved,Low,High,Low,5,5375,0.376808667,3,6,3.25,17 c06,5.204
A,9,plate1,17,d01,St44,Evolved,High,Low,Low,5,10379,0.39793307,3,6,3.25,17 d01,9.328
A,9,plate1,17,d02,St65,Evolved,High,High,Low,5,9389,0.388989681,3,6,3.25,17 d02,8.326
A,9,plate1,17,d04,St25,Evolved,Low,High,Low,5,6312,0.392145402,3,6,3.25,17 d04,5.1515
A,9,plate1,17,d05,St45,Evolved,High,Low,Low,5,7597,0.379382713,3,6,3.25,17 d05,7.4565
A,9,plate1,17,d06,St67,Evolved,High,High,Low,5,10586,0.382521007,3,6,3.25,17 d06,10.0645
C,9,plate1,18,a01,Ancestor,Ancestor,NA,NA,Low,5,14085,0.409514286,3,6,3.25,18 a01,13.5275
C,9,plate1,18,a03,Sterile,Sterile,NA,NA,Low,5,9262,0.402947077,3,6,3.25,18 a03,8.8515
C,9,plate1,18,a04,Sterile,Sterile,NA,NA,Low,5,11778,0.404104374,3,6,3.25,18 a04,10.869
C,9,plate1,18,b01,St46,Evolved,High,Low,Low,5,4025,0.384112691,3,6,3.25,18 b01,9.602
C,9,plate1,18,b02,St69,Evolved,High,High,Low,5,11544,0.398664235,3,6,3.25,18 b02,10.711
C,9,plate1,18,b03,St7,Evolved,Low,Low,Low,5,9139,0.421694123,3,6,3.25,18 b03,8.383
C,9,plate1,18,b05,St47,Evolved,High,Low,Low,5,7335,0.404543544,3,6,3.25,18 b05,6.511
C,9,plate1,18,b06,St70,Evolved,High,High,Low,5,4559,0.378927994,3,6,3.25,18 b06,4.4705
C,9,plate1,18,c01,St8,Evolved,Low,Low,Low,5,8150,0.403393903,3,6,3.25,18 c01,8.096
C,9,plate1,18,c03,St48,Evolved,High,Low,Low,5,13903,0.406553605,3,6,3.25,18 c03,13.4355
C,9,plate1,18,c05,St9,Evolved,Low,Low,Low,5,13471,0.396227114,3,6,3.25,18 c05,12.6595
C,9,plate1,18,d01,St49,Evolved,High,Low,Low,5,13878,0.395957512,3,6,3.25,18 d01,12.1085
C,9,plate1,18,d05,St50,Evolved,High,Low,Low,5,10577,0.387183756,3,6,3.25,18 d05,9.5955
A,10,plate2,19,b04,St32,Evolved,Low,High,Low,5,12066,0.379015226,3,6,3.25,19 b04,11.0355
A,10,plate2,19,c01,St13,Evolved,Low,Low,Low,5,9579,0.386727701,3,6,3.25,19 c01,8.938
A,10,plate2,19,c02,St33,Evolved,Low,High,Low,5,14741,0.403379479,3,6,3.25,19 c02,13.6625
A,10,plate2,19,c05,St14,Evolved,Low,Low,Low,5,11632,0.389853302,3,6,3.25,19 c05,10.6155
A,10,plate2,19,d03,St15,Evolved,Low,Low,Low,5,10031,0.387804043,3,6,3.25,19 d03,9.458
C,10,plate2,20,b04,St37,Evolved,Low,High,Low,5,6233,0.377816975,3,6,3.25,20 b04,5.562
C,10,plate2,20,c04,St19,Evolved,Low,Low,Low,5,8213,0.378855674,3,6,3.25,20 c04,7.65
C,10,plate2,20,c05,St39,Evolved,Low,High,Low,5,12646,0.382114344,3,6,3.25,20 c05,11.5905
C,10,plate2,20,d04,Ancestor,Ancestor,NA,NA,Low,5,7104,0.372239264,3,6,3.25,20 d04,5.9465
C,10,plate2,20,d06,Sterile,Sterile,NA,NA,Low,5,11285,0.360126033,3,6,3.25,20 d06,10.8095
B,1,plate1,41,a01,Ancestor,Ancestor,NA,NA,High,1,10330,0.380372959,3,6,3.25,41 a01,9.936
B,1,plate1,41,a03,Sterile,Sterile,NA,NA,High,1,20671,0.374143061,3,6,3.25,41 a03,14.677
B,1,plate1,41,a05,St1,Evolved,Low,Low,High,1,13453,0.380130868,3,6,3.25,41 a05,12.541
B,1,plate1,41,a06,St21,Evolved,Low,High,High,1,4888,0.364645316,3,6,3.25,41 a06,4.593
B,1,plate1,41,b01,St41,Evolved,High,Low,High,1,10932,0.387538982,3,6,3.25,41 b01,11.663
B,1,plate1,41,b02,St62,Evolved,High,High,High,1,6145,0.373499234,3,6,3.25,41 b02,6.249
B,1,plate1,41,b03,St2,Evolved,Low,Low,High,1,5018,0.367576513,3,6,3.25,41 b03,5.24
B,1,plate1,41,b04,St22,Evolved,Low,High,High,1,12474,0.372255336,3,6,3.25,41 b04,11.343
B,1,plate1,41,b05,St42,Evolved,High,Low,High,1,4794,0.367985932,3,6,3.25,41 b05,4.963
B,1,plate1,41,b06,St63,Evolved,High,High,High,1,5340,0.369215981,3,6,3.25,41 b06,5.099
B,1,plate1,41,c01,St3,Evolved,Low,Low,High,1,10074,0.384193183,3,6,3.25,41 c01,9.929
B,1,plate1,41,c02,St23,Evolved,Low,High,High,1,11658,0.388200994,3,6,3.25,41 c02,11.268
B,1,plate1,41,c03,St43,Evolved,High,Low,High,1,6122,0.383469931,3,6,3.25,41 c03,5.98
B,1,plate1,41,c04,St64,Evolved,High,High,High,1,8360,0.376857201,3,6,3.25,41 c04,8.305
B,1,plate1,41,c06,St24,Evolved,Low,High,High,1,6777,0.35682906,3,6,3.25,41 c06,5.483
B,1,plate1,41,d01,St44,Evolved,High,Low,High,1,7740,0.386074329,3,6,3.25,41 d01,7.923
B,1,plate1,41,d02,St65,Evolved,High,High,High,1,12279,0.393733809,3,6,3.25,41 d02,11.577
B,1,plate1,41,d04,St25,Evolved,Low,High,High,1,10698,0.379075144,3,6,3.25,41 d04,10.326
B,1,plate1,41,d05,St45,Evolved,High,Low,High,1,5094,0.367890625,3,6,3.25,41 d05,4.791
B,1,plate1,41,d06,St67,Evolved,High,High,High,1,9834,0.378223229,3,6,3.25,41 d06,9.598
D,1,plate1,42,a01,Ancestor,Ancestor,NA,NA,High,1,13525,0.40844548,3,6,3.25,42 a01,12.639
D,1,plate1,42,a03,Sterile,Sterile,NA,NA,High,1,16055,0.389333187,3,6,3.25,42 a03,15.905
D,1,plate1,42,b01,St46,Evolved,High,Low,High,1,10091,0.395900757,3,6,3.25,42 b01,9.978
D,1,plate1,42,b02,St69,Evolved,High,High,High,1,6756,0.385530605,3,6,3.25,42 b02,6.45
D,1,plate1,42,b03,St7,Evolved,Low,Low,High,1,9429,0.391558993,3,6,3.25,42 b03,9.088
D,1,plate1,42,b05,St47,Evolved,High,Low,High,1,11519,0.386639105,3,6,3.25,42 b05,11.589
D,1,plate1,42,b06,St70,Evolved,High,High,High,1,4969,0.388529918,3,6,3.25,42 b06,4.219
D,1,plate1,42,c01,St8,Evolved,Low,Low,High,1,8773,0.374364576,3,6,3.25,42 c01,9.035
D,1,plate1,42,c03,St48,Evolved,High,Low,High,1,7700,0.395907783,3,6,3.25,42 c03,7.465
D,1,plate1,42,c05,St9,Evolved,Low,Low,High,1,10692,0.384762257,3,6,3.25,42 c05,10.085
D,1,plate1,42,d01,St49,Evolved,High,Low,High,1,10429,0.38946452,3,6,3.25,42 d01,10.324
D,1,plate1,42,d05,St50,Evolved,High,Low,High,1,6964,0.363050239,3,6,3.25,42 d05,6.906
B,2,plate2,43,b04,St32,Evolved,Low,High,High,1,15309,0.37131902,3,6,3.25,43 b04,14.202
B,2,plate2,43,c01,St13,Evolved,Low,Low,High,1,9841,0.3779281,3,6,3.25,43 c01,9.641
B,2,plate2,43,c02,St33,Evolved,Low,High,High,1,5488,0.368633667,3,6,3.25,43 c02,5.337
B,2,plate2,43,c05,St14,Evolved,Low,Low,High,1,9365,0.374991974,3,6,3.25,43 c05,9.179
B,2,plate2,43,d03,St15,Evolved,Low,Low,High,1,11429,0.378103629,3,6,3.25,43 d03,11.402
D,2,plate2,44,b04,St37,Evolved,Low,High,High,1,8683,0.39584335,3,6,3.25,44 b04,8.599
D,2,plate2,44,c04,St19,Evolved,Low,Low,High,1,17905,0.380251746,3,6,3.25,44 c04,17.089
D,2,plate2,44,c05,St39,Evolved,Low,High,High,1,5527,0.3813411,3,6,3.25,44 c05,5.272
D,2,plate2,44,d04,Ancestor,Ancestor,NA,NA,High,1,9356,0.386800624,3,6,3.25,44 d04,9.233
D,2,plate2,44,d06,Sterile,Sterile,NA,NA,High,1,12141,0.393036532,3,6,3.25,44 d06,11.516
C,3,plate1,45,a01,Ancestor,Ancestor,NA,NA,High,2,9785,0.397674148,3,6,3.25,45 a01,9.524
C,3,plate1,45,a03,Sterile,Sterile,NA,NA,High,2,12782,0.410723026,3,6,3.25,45 a03,12.786
C,3,plate1,45,a04,Sterile,Sterile,NA,NA,High,2,10655,0.400833261,3,6,3.25,45 a04,10.25
C,3,plate1,45,a05,St1,Evolved,Low,Low,High,2,8027,0.388901489,3,6,3.25,45 a05,7.898
C,3,plate1,45,a06,St21,Evolved,Low,High,High,2,10808,0.38577078,3,6,3.25,45 a06,9.782
C,3,plate1,45,b01,St41,Evolved,High,Low,High,2,15311,0.384779609,3,6,3.25,45 b01,14.594
C,3,plate1,45,b02,St62,Evolved,High,High,High,2,13474,0.391574689,3,6,3.25,45 b02,5.365
C,3,plate1,45,b03,St2,Evolved,Low,Low,High,2,7313,0.425396063,3,6,3.25,45 b03,7.251
C,3,plate1,45,b04,St22,Evolved,Low,High,High,2,11296,0.381811467,3,6,3.25,45 b04,10.952
C,3,plate1,45,b05,St42,Evolved,High,Low,High,2,13077,0.390564102,3,6,3.25,45 b05,12.793
C,3,plate1,45,b06,St63,Evolved,High,High,High,2,15159,0.387704026,3,6,3.25,45 b06,14.777
C,3,plate1,45,c01,St3,Evolved,Low,Low,High,2,12612,0.412371401,3,6,3.25,45 c01,12.427
C,3,plate1,45,c02,St23,Evolved,Low,High,High,2,10705,0.394998504,3,6,3.25,45 c02,10.163
C,3,plate1,45,c03,St43,Evolved,High,Low,High,2,14974,0.370708331,3,6,3.25,45 c03,14.831
C,3,plate1,45,c04,St64,Evolved,High,High,High,2,13934,0.393711582,3,6,3.25,45 c04,13.795
C,3,plate1,45,c06,St24,Evolved,Low,High,High,2,14267,0.38201577,3,6,3.25,45 c06,13.987
C,3,plate1,45,d01,St44,Evolved,High,Low,High,2,10922,0.388329607,3,6,3.25,45 d01,10.467
C,3,plate1,45,d02,St65,Evolved,High,High,High,2,7771,0.36315926,3,6,3.25,45 d02,7.904
C,3,plate1,45,d04,St25,Evolved,Low,High,High,2,8802,0.386702828,3,6,3.25,45 d04,8.561
C,3,plate1,45,d05,St45,Evolved,High,Low,High,2,13275,0.393305489,3,6,3.25,45 d05,12.918
C,3,plate1,45,d06,St67,Evolved,High,High,High,2,4496,0.374824641,3,6,3.25,45 d06,4.464
A,3,plate1,46,a01,Ancestor,Ancestor,NA,NA,High,2,10320,0.387398314,3,6,3.25,46 a01,10.498
A,3,plate1,46,a03,Sterile,Sterile,NA,NA,High,2,9792,0.396284912,3,6,3.25,46 a03,8.311
A,3,plate1,46,a04,Sterile,Sterile,NA,NA,High,2,12311,0.388023446,3,6,3.25,46 a04,11.574
A,3,plate1,46,b01,St46,Evolved,High,Low,High,2,11979,0.385643355,3,6,3.25,46 b01,12.121
A,3,plate1,46,b02,St69,Evolved,High,High,High,2,10026,0.372904664,3,6,3.25,46 b02,9.058
A,3,plate1,46,b03,St7,Evolved,Low,Low,High,2,12466,0.392685473,3,6,3.25,46 b03,12.407
A,3,plate1,46,b05,St47,Evolved,High,Low,High,2,10547,0.389813384,3,6,3.25,46 b05,9.637
A,3,plate1,46,b06,St70,Evolved,High,High,High,2,10672,0.383079447,3,6,3.25,46 b06,9.661
A,3,plate1,46,c01,St8,Evolved,Low,Low,High,2,5756,0.371149146,3,6,3.25,46 c01,5.065
A,3,plate1,46,c03,St48,Evolved,High,Low,High,2,10578,0.387785122,3,6,3.25,46 c03,9.516
A,3,plate1,46,c05,St9,Evolved,Low,Low,High,2,10563,0.387749399,3,6,3.25,46 c05,9.973
A,3,plate1,46,d01,St49,Evolved,High,Low,High,2,10886,0.380270747,3,6,3.25,46 d01,10.675
A,3,plate1,46,d05,St50,Evolved,High,Low,High,2,3917,0.383228279,3,6,3.25,46 d05,3.851
C,4,plate2,47,b04,St32,Evolved,Low,High,High,2,12766,0.391528258,3,6,3.25,47 b04,13.073
C,4,plate2,47,c01,St13,Evolved,Low,Low,High,2,12079,0.390502512,3,6,3.25,47 c01,11.92
C,4,plate2,47,c02,St33,Evolved,Low,High,High,2,13606,0.391225894,3,6,3.25,47 c02,12.173
C,4,plate2,47,c05,St14,Evolved,Low,Low,High,2,8058,0.385933852,3,6,3.25,47 c05,7.252
C,4,plate2,47,d03,St15,Evolved,Low,Low,High,2,7714,0.384760767,3,6,3.25,47 d03,7.481
A,4,plate2,48,b04,St37,Evolved,Low,High,High,2,11133,0.387324773,3,6,3.25,48 b04,10.829
A,4,plate2,48,c04,St19,Evolved,Low,Low,High,2,14550,0.38781688,3,6,3.25,48 c04,14.008
A,4,plate2,48,c05,St39,Evolved,Low,High,High,2,13294,0.379181426,3,6,3.25,48 c05,13.1
A,4,plate2,48,d04,Ancestor,Ancestor,NA,NA,High,2,8501,0.38411737,3,6,3.25,48 d04,11.685
A,4,plate2,48,d06,Sterile,Sterile,NA,NA,High,2,13754,0.397704751,3,6,3.25,48 d06,13.545
D,5,plate1,49,a01,Ancestor,Ancestor,NA,NA,High,3,11174,0.39043859,3,6,3.25,49 a01,11.008
D,5,plate1,49,a03,Sterile,Sterile,NA,NA,High,3,9539,0.39878653,3,6,3.25,49 a03,9.153
D,5,plate1,49,a04,Sterile,Sterile,NA,NA,High,3,11998,0.411850523,3,6,3.25,49 a04,12.098
D,5,plate1,49,a05,St1,Evolved,Low,Low,High,3,12167,0.376578401,3,6,3.25,49 a05,13.307
D,5,plate1,49,a06,St21,Evolved,Low,High,High,3,7387,0.381838476,3,6,3.25,49 a06,9.996
D,5,plate1,49,b01,St41,Evolved,High,Low,High,3,11163,0.386084725,3,6,3.25,49 b01,10.925
D,5,plate1,49,b02,St62,Evolved,High,High,High,3,8108,0.394717155,3,6,3.25,49 b02,7.907
D,5,plate1,49,b03,St2,Evolved,Low,Low,High,3,8694,0.387368852,3,6,3.25,49 b03,5.257
D,5,plate1,49,b04,St22,Evolved,Low,High,High,3,10257,0.379610392,3,6,3.25,49 b04,9.727
D,5,plate1,49,b05,St42,Evolved,High,Low,High,3,9337,0.389223448,3,6,3.25,49 b05,10.115
D,5,plate1,49,b06,St63,Evolved,High,High,High,3,13288,0.376113687,3,6,3.25,49 b06,12.817
D,5,plate1,49,c01,St3,Evolved,Low,Low,High,3,10530,0.403469071,3,6,3.25,49 c01,10.302
D,5,plate1,49,c02,St23,Evolved,Low,High,High,3,10618,0.387613768,3,6,3.25,49 c02,9.886
D,5,plate1,49,c03,St43,Evolved,High,Low,High,3,8336,0.388694175,3,6,3.25,49 c03,7.992
D,5,plate1,49,c04,St64,Evolved,High,High,High,3,8904,0.38947053,3,6,3.25,49 c04,8.549
D,5,plate1,49,c06,St24,Evolved,Low,High,High,3,10509,0.386607251,3,6,3.25,49 c06,10.326
D,5,plate1,49,d01,St44,Evolved,High,Low,High,3,11731,0.393488132,3,6,3.25,49 d01,11.775
D,5,plate1,49,d02,St65,Evolved,High,High,High,3,7798,0.393135994,3,6,3.25,49 d02,7.543
D,5,plate1,49,d04,St25,Evolved,Low,High,High,3,11989,0.392954678,3,6,3.25,49 d04,11.805
D,5,plate1,49,d05,St45,Evolved,High,Low,High,3,9377,0.389209132,3,6,3.25,49 d05,9.564
D,5,plate1,49,d06,St67,Evolved,High,High,High,3,8187,0.384445275,3,6,3.25,49 d06,8.48
B,5,plate1,50,a01,Ancestor,Ancestor,NA,NA,High,3,10839,0.362734989,3,6,3.25,50 a01,10.762
B,5,plate1,50,a03,Sterile,Sterile,NA,NA,High,3,8697,0.370137893,3,6,3.25,50 a03,8.703
B,5,plate1,50,a04,Sterile,Sterile,NA,NA,High,3,10469,0.372690889,3,6,3.25,50 a04,10.367
B,5,plate1,50,b01,St46,Evolved,High,Low,High,3,9730,0.378463981,3,6,3.25,50 b01,9.587
B,5,plate1,50,b02,St69,Evolved,High,High,High,3,11895,0.379435883,3,6,3.25,50 b02,11.799
B,5,plate1,50,b03,St7,Evolved,Low,Low,High,3,11336,0.376402545,3,6,3.25,50 b03,10.869
B,5,plate1,50,b05,St47,Evolved,High,Low,High,3,17505,0.373418193,3,6,3.25,50 b05,16.352
B,5,plate1,50,b06,St70,Evolved,High,High,High,3,12441,0.371224411,3,6,3.25,50 b06,11.869
B,5,plate1,50,c01,St8,Evolved,Low,Low,High,3,9609,0.381615773,3,6,3.25,50 c01,9.375
B,5,plate1,50,c03,St48,Evolved,High,Low,High,3,7023,0.376587067,3,6,3.25,50 c03,7.235
B,5,plate1,50,c05,St9,Evolved,Low,Low,High,3,10956,0.373732453,3,6,3.25,50 c05,10.234
B,5,plate1,50,d01,St49,Evolved,High,Low,High,3,12352,0.369970376,3,6,3.25,50 d01,11.368
B,5,plate1,50,d05,St50,Evolved,High,Low,High,3,12004,0.379112142,3,6,3.25,50 d05,11.876
D,6,plate2,51,b04,St32,Evolved,Low,High,High,3,8033,0.378877231,3,6,3.25,51 b04,7.716
D,6,plate2,51,c01,St13,Evolved,Low,Low,High,3,8431,0.390916467,3,6,3.25,51 c01,8.334
D,6,plate2,51,c02,St33,Evolved,Low,High,High,3,10165,0.391525091,3,6,3.25,51 c02,10.049
D,6,plate2,51,c05,St14,Evolved,Low,Low,High,3,10809,0.386387854,3,6,3.25,51 c05,10.756
D,6,plate2,51,d03,St15,Evolved,Low,Low,High,3,12528,0.392486175,3,6,3.25,51 d03,12.271
B,6,plate2,52,b04,St37,Evolved,Low,High,High,3,4504,0.356943049,3,6,3.25,52 b04,4.501
B,6,plate2,52,c04,St19,Evolved,Low,Low,High,3,8341,0.375894876,3,6,3.25,52 c04,8.389
B,6,plate2,52,c05,St39,Evolved,Low,High,High,3,4703,0.360266254,3,6,3.25,52 c05,4.6645
B,6,plate2,52,d04,Ancestor,Ancestor,NA,NA,High,3,5373,0.36963723,3,6,3.25,52 d04,5.402
B,6,plate2,52,d06,Sterile,Sterile,NA,NA,High,3,5943,0.373572533,3,6,3.25,52 d06,5.866
A,7,plate1,53,a01,Ancestor,Ancestor,NA,NA,High,4,9028,0.395810843,3,6,3.25,53 a01,9.167
A,7,plate1,53,a03,Sterile,Sterile,NA,NA,High,4,5557,0.401309871,3,6,3.25,53 a03,5.5085
A,7,plate1,53,a04,Sterile,Sterile,NA,NA,High,4,5035,0.388107832,3,6,3.25,53 a04,5.4515
A,7,plate1,53,a05,St1,Evolved,Low,Low,High,4,5878,0.380035398,3,6,3.25,53 a05,5.749
A,7,plate1,53,a06,St21,Evolved,Low,High,High,4,9390,0.401034604,3,6,3.25,53 a06,9.221
A,7,plate1,53,b01,St41,Evolved,High,Low,High,4,4729,0.381985985,3,6,3.25,53 b01,4.7445
A,7,plate1,53,b02,St62,Evolved,High,High,High,4,10537,0.394352622,3,6,3.25,53 b02,10.308
A,7,plate1,53,b03,St2,Evolved,Low,Low,High,4,8963,0.409124247,3,6,3.25,53 b03,8.637
A,7,plate1,53,b04,St22,Evolved,Low,High,High,4,5620,0.390018904,3,6,3.25,53 b04,5.596
A,7,plate1,53,b05,St42,Evolved,High,Low,High,4,6574,0.395549797,3,6,3.25,53 b05,6.4995
A,7,plate1,53,b06,St63,Evolved,High,High,High,4,8289,0.406800768,3,6,3.25,53 b06,9.12
A,7,plate1,53,c01,St3,Evolved,Low,Low,High,4,9857,0.403652723,3,6,3.25,53 c01,9.9665
A,7,plate1,53,c02,St23,Evolved,Low,High,High,4,4476,0.384674999,3,6,3.25,53 c02,4.451
A,7,plate1,53,c03,St43,Evolved,High,Low,High,4,12236,0.392387943,3,6,3.25,53 c03,11.8635
A,7,plate1,53,c04,St64,Evolved,High,High,High,4,7179,0.385736458,3,6,3.25,53 c04,7.107
A,7,plate1,53,c06,St24,Evolved,Low,High,High,4,8438,0.382905861,3,6,3.25,53 c06,8.6655
A,7,plate1,53,d01,St44,Evolved,High,Low,High,4,4245,0.387510393,3,6,3.25,53 d01,4.065
A,7,plate1,53,d02,St65,Evolved,High,High,High,4,8884,0.385402319,3,6,3.25,53 d02,8.9985
A,7,plate1,53,d04,St25,Evolved,Low,High,High,4,4682,0.391859765,3,6,3.25,53 d04,4.6615
A,7,plate1,53,d05,St45,Evolved,High,Low,High,4,7192,0.390787993,3,6,3.25,53 d05,7.202
A,7,plate1,53,d06,St67,Evolved,High,High,High,4,6229,0.387124351,3,6,3.25,53 d06,3.6485
C,7,plate1,54,a01,Ancestor,Ancestor,NA,NA,High,4,8028,0.39014461,3,6,3.25,54 a01,8.627
C,7,plate1,54,a03,Sterile,Sterile,NA,NA,High,4,8436,0.416135553,3,6,3.25,54 a03,8.7515
C,7,plate1,54,a04,Sterile,Sterile,NA,NA,High,4,12864,0.402684411,3,6,3.25,54 a04,12.9955
C,7,plate1,54,b01,St46,Evolved,High,Low,High,4,9315,0.390724558,3,6,3.25,54 b01,9.199
C,7,plate1,54,b02,St69,Evolved,High,High,High,4,11256,0.388282467,3,6,3.25,54 b02,11.0525
C,7,plate1,54,b03,St7,Evolved,Low,Low,High,4,10162,0.408572427,3,6,3.25,54 b03,9.85
C,7,plate1,54,b05,St47,Evolved,High,Low,High,4,11922,0.388297211,3,6,3.25,54 b05,11.6255
C,7,plate1,54,b06,St70,Evolved,High,High,High,4,9124,0.38186672,3,6,3.25,54 b06,9.0495
C,7,plate1,54,c01,St8,Evolved,Low,Low,High,4,14118,0.41002241,3,6,3.25,54 c01,13.911
C,7,plate1,54,c03,St48,Evolved,High,Low,High,4,11072,0.401793434,3,6,3.25,54 c03,10.9275
C,7,plate1,54,c05,St9,Evolved,Low,Low,High,4,10813,0.399063376,3,6,3.25,54 c05,11.103
C,7,plate1,54,d01,St49,Evolved,High,Low,High,4,14567,0.390625416,3,6,3.25,54 d01,14.5025
C,7,plate1,54,d05,St50,Evolved,High,Low,High,4,10749,0.391564163,3,6,3.25,54 d05,10.701
A,8,plate2,55,b04,St32,Evolved,Low,High,High,4,12616,0.398244392,3,6,3.25,55 b04,12.662
A,8,plate2,55,c01,St13,Evolved,Low,Low,High,4,7040,0.391472,3,6,3.25,55 c01,6.8915
A,8,plate2,55,c02,St33,Evolved,Low,High,High,4,5074,0.38674653,3,6,3.25,55 c02,5.066
A,8,plate2,55,c05,St14,Evolved,Low,Low,High,4,8902,0.398562026,3,6,3.25,55 c05,8.831
A,8,plate2,55,d03,St15,Evolved,Low,Low,High,4,9911,0.386026471,3,6,3.25,55 d03,9.608
C,8,plate2,56,b04,St37,Evolved,Low,High,High,4,11182,0.393837247,3,6,3.25,56 b04,11.058
C,8,plate2,56,c04,St19,Evolved,Low,Low,High,4,9943,0.388023297,3,6,3.25,56 c04,9.8025
C,8,plate2,56,c05,St39,Evolved,Low,High,High,4,8413,0.388267016,3,6,3.25,56 c05,8.35
C,8,plate2,56,d04,Ancestor,Ancestor,NA,NA,High,4,6735,0.392454318,3,6,3.25,56 d04,6.521
C,8,plate2,56,d06,Sterile,Sterile,NA,NA,High,4,12526,0.391061877,3,6,3.25,56 d06,12.509
B,9,plate1,57,a01,Ancestor,Ancestor,NA,NA,High,5,10886,0.381384945,3,6,3.25,57 a01,10.752
B,9,plate1,57,a03,Sterile,Sterile,NA,NA,High,5,15194,0.379436281,3,6,3.25,57 a03,15.1495
B,9,plate1,57,a04,Sterile,Sterile,NA,NA,High,5,5945,0.373252535,3,6,3.25,57 a04,5.9515
B,9,plate1,57,a05,St1,Evolved,Low,Low,High,5,12654,0.379689265,3,6,3.25,57 a05,12.698
B,9,plate1,57,a06,St21,Evolved,Low,High,High,5,11119,0.36730164,3,6,3.25,57 a06,8.836
B,9,plate1,57,b01,St41,Evolved,High,Low,High,5,12013,0.378139832,3,6,3.25,57 b01,11.7895
B,9,plate1,57,b02,St62,Evolved,High,High,High,5,11087,0.376266716,3,6,3.25,57 b02,10.8185
B,9,plate1,57,b03,St2,Evolved,Low,Low,High,5,6851,0.378445455,3,6,3.25,57 b03,6.743
B,9,plate1,57,b04,St22,Evolved,Low,High,High,5,12934,0.372844408,3,6,3.25,57 b04,13.145
B,9,plate1,57,b05,St42,Evolved,High,Low,High,5,12799,0.377507416,3,6,3.25,57 b05,12.447
B,9,plate1,57,b06,St63,Evolved,High,High,High,5,5444,0.371602922,3,6,3.25,57 b06,5.4635
B,9,plate1,57,c01,St3,Evolved,Low,Low,High,5,11836,0.3927612,3,6,3.25,57 c01,11.77
B,9,plate1,57,c02,St23,Evolved,Low,High,High,5,10252,0.38560352,3,6,3.25,57 c02,9.843
B,9,plate1,57,c03,St43,Evolved,High,Low,High,5,4953,0.377620257,3,6,3.25,57 c03,5.0055
B,9,plate1,57,c04,St64,Evolved,High,High,High,5,9834,0.381534871,3,6,3.25,57 c04,9.426
B,9,plate1,57,c06,St24,Evolved,Low,High,High,5,4253,0.365624566,3,6,3.25,57 c06,4.1305
B,9,plate1,57,d01,St44,Evolved,High,Low,High,5,6026,0.382422887,3,6,3.25,57 d01,5.906
B,9,plate1,57,d02,St65,Evolved,High,High,High,5,12818,0.386382795,3,6,3.25,57 d02,12.6615
B,9,plate1,57,d04,St25,Evolved,Low,High,High,5,9457,0.378906049,3,6,3.25,57 d04,9.351
B,9,plate1,57,d05,St45,Evolved,High,Low,High,5,11587,0.375402623,3,6,3.25,57 d05,11.6215
B,9,plate1,57,d06,St67,Evolved,High,High,High,5,14637,0.363205067,3,6,3.25,57 d06,14.4285
D,9,plate1,58,a01,Ancestor,Ancestor,NA,NA,High,5,12199,0.388036496,3,6,3.25,58 a01,12.038
D,9,plate1,58,a03,Sterile,Sterile,NA,NA,High,5,9443,0.393669644,3,6,3.25,58 a03,9.369
D,9,plate1,58,a04,Sterile,Sterile,NA,NA,High,5,9868,0.394658111,3,6,3.25,58 a04,9.656
D,9,plate1,58,b01,St46,Evolved,High,Low,High,5,7542,0.386229963,3,6,3.25,58 b01,7.5105
D,9,plate1,58,b02,St69,Evolved,High,High,High,5,10678,0.381153175,3,6,3.25,58 b02,10.4765
D,9,plate1,58,b03,St7,Evolved,Low,Low,High,5,14123,0.38839032,3,6,3.25,58 b03,13.9655
D,9,plate1,58,b05,St47,Evolved,High,Low,High,5,6755,0.357502892,3,6,3.25,58 b05,6.7485
D,9,plate1,58,b06,St70,Evolved,High,High,High,5,6872,0.381298815,3,6,3.25,58 b06,6.6595
D,9,plate1,58,c01,St8,Evolved,Low,Low,High,5,10097,0.388675176,3,6,3.25,58 c01,9.926
D,9,plate1,58,c03,St48,Evolved,High,Low,High,5,4670,0.391960653,3,6,3.25,58 c03,4.52
D,9,plate1,58,c05,St9,Evolved,Low,Low,High,5,12361,0.389666321,3,6,3.25,58 c05,12.192
D,9,plate1,58,d01,St49,Evolved,High,Low,High,5,9163,0.385995714,3,6,3.25,58 d01,8.8655
