PlateNumber,Position,PlatePosition,Well,Nitrogen,Strain,Treatment_rep,area,greenness,Date,Hour,Date.merge,PlatexWell,StartingSize
13,0_2,plate1,b04,Low,Sterile,Rep3,5570.5,0.323633978,9,13,9.541666667,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3630,0.327223057,9,13,9.541666667,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8907.5,0.342920278,9,13,9.541666667,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7052,0.334538512,9,13,9.541666667,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,13105,0.341073559,9,13,9.541666667,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8277.5,0.318828292,9,13,9.541666667,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3520,0.324963622,9,13,9.541666667,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,6754,0.327466248,9,13,9.541666667,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,8496,0.328636342,9,13,9.541666667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3305.5,0.330309132,9,13,9.541666667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4905,0.330734788,9,13,9.541666667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6858.5,0.325030113,9,13,9.541666667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,3550.5,0.321865425,9,13,9.541666667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,6514.5,0.324022082,9,13,9.541666667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,9508.5,0.343345796,9,13,9.541666667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10542,0.334430259,9,13,9.541666667,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4683.5,0.329440061,9,13,9.541666667,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5551,0.330900761,9,13,9.541666667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2382.5,0.3268656,9,13,9.541666667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,5984,0.32917448,9,13,9.541666667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9027,0.330096891,9,13,9.541666667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2393,0.310067072,9,13,9.541666667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,5653,0.3219659,9,13,9.541666667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3905.5,0.32060376,9,13,9.541666667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,5966,0.330034847,9,13,9.541666667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3267,0.326243287,9,13,9.541666667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4667,0.332681802,9,13,9.541666667,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3513,0.315756717,9,13,9.541666667,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,5852.5,0.330050839,9,13,9.541666667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13566.5,0.328956258,9,20,9.833333333,11 a03,10.951
11,0_0,plate1,c03,High,Inoculated,Rep1,14165.5,0.331320316,9,20,9.833333333,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11761.5,0.336904888,9,20,9.833333333,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,6951.5,0.334485198,9,20,9.833333333,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,6424,0.337318432,9,20,9.833333333,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,15014,0.330057078,9,20,9.833333333,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,4692,0.326886785,9,20,9.833333333,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8776,0.324785736,9,20,9.833333333,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,5736.5,0.323045098,9,20,9.833333333,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3648.5,0.327233681,9,20,9.833333333,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9095,0.342480748,9,20,9.833333333,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7273.5,0.33540861,9,20,9.833333333,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,13873,0.341014446,9,20,9.833333333,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8306,0.320000328,9,20,9.833333333,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3727.5,0.324796923,9,20,9.833333333,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,6808,0.327695336,9,20,9.833333333,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,8698.5,0.329883501,9,20,9.833333333,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3342,0.329511514,9,20,9.833333333,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4886.5,0.330377549,9,20,9.833333333,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6799,0.319490709,9,20,9.833333333,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,3661,0.323668995,9,20,9.833333333,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,6719,0.324287975,9,20,9.833333333,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,9447,0.342848813,9,20,9.833333333,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10185,0.334973925,9,20,9.833333333,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4701.5,0.330270058,9,20,9.833333333,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5445,0.331213496,9,20,9.833333333,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2538,0.326354935,9,20,9.833333333,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6286,0.329555891,9,20,9.833333333,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9408,0.33036244,9,20,9.833333333,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2432,0.309623783,9,20,9.833333333,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,5640,0.321099686,9,20,9.833333333,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3841,0.319357371,9,20,9.833333333,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,6232,0.328607844,9,20,9.833333333,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3274,0.325352657,9,20,9.833333333,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4688.5,0.332413736,9,20,9.833333333,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3469,0.314455618,9,20,9.833333333,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,5892,0.329692142,9,20,9.833333333,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13341.5,0.328021313,10,6,10.25,11 a03,10.951
11,0_0,plate1,c03,High,Inoculated,Rep1,14049.5,0.329649365,10,6,10.25,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11450,0.335332033,10,6,10.25,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7057.5,0.333094127,10,6,10.25,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,6651,0.336238168,10,6,10.25,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,15055.5,0.328982486,10,6,10.25,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,4835,0.325483853,10,6,10.25,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8798.5,0.324624477,10,6,10.25,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,5875,0.322877319,10,6,10.25,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3682,0.326527032,10,6,10.25,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9253.5,0.342405133,10,6,10.25,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7389.5,0.335137091,10,6,10.25,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,13911,0.339756407,10,6,10.25,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8523,0.318576062,10,6,10.25,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3718,0.324497018,10,6,10.25,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7085.5,0.327531339,10,6,10.25,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,8557.5,0.328154999,10,6,10.25,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3381,0.328612756,10,6,10.25,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4939.5,0.32912805,10,6,10.25,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6651,0.31845598,10,6,10.25,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,3854,0.324265105,10,6,10.25,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,6680,0.323959324,10,6,10.25,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,9670.5,0.343255549,10,6,10.25,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10141,0.332909549,10,6,10.25,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4959.5,0.329608007,10,6,10.25,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5460.5,0.331512677,10,6,10.25,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2471,0.326452447,10,6,10.25,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6415.5,0.329785247,10,6,10.25,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9325,0.326939558,10,6,10.25,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2522.5,0.308522785,10,6,10.25,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,5936.5,0.321208059,10,6,10.25,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3918,0.318511239,10,6,10.25,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,6623.5,0.327927087,10,6,10.25,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3333.5,0.325036568,10,6,10.25,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4880,0.3316164,10,6,10.25,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3611,0.315097217,10,6,10.25,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,6135,0.330122878,10,6,10.25,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13490.5,0.329621062,10,13,10.54166667,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,9761,0.33431323,10,13,10.54166667,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13860.5,0.333041296,10,13,10.54166667,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11524.5,0.335113727,10,13,10.54166667,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,6877,0.333101931,10,13,10.54166667,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,6511,0.335518828,10,13,10.54166667,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,14846.5,0.329150347,10,13,10.54166667,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,4795,0.326249101,10,13,10.54166667,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8873.5,0.323563455,10,13,10.54166667,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,5897.5,0.322433796,10,13,10.54166667,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3862.5,0.326014072,10,13,10.54166667,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9275,0.340031795,10,13,10.54166667,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7348,0.334560502,10,13,10.54166667,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,14244,0.341155816,10,13,10.54166667,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8530,0.316648322,10,13,10.54166667,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3793.5,0.325476239,10,13,10.54166667,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7265,0.328182712,10,13,10.54166667,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9050,0.328461483,10,13,10.54166667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3371,0.327393353,10,13,10.54166667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5136,0.328001491,10,13,10.54166667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,5269,0.317710788,10,13,10.54166667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,4256.5,0.322886933,10,13,10.54166667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,6839,0.322739515,10,13,10.54166667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,9851,0.341781477,10,13,10.54166667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10439.5,0.330130166,10,13,10.54166667,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4697,0.327298432,10,13,10.54166667,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5633.5,0.327306016,10,13,10.54166667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2404.5,0.325406431,10,13,10.54166667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6483,0.328659472,10,13,10.54166667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9222,0.327887781,10,13,10.54166667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2537,0.306323203,10,13,10.54166667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6007.5,0.320600692,10,13,10.54166667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,4005,0.316266646,10,13,10.54166667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,6919.5,0.326657568,10,13,10.54166667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3478.5,0.328659332,10,13,10.54166667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5014,0.331103324,10,13,10.54166667,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3592,0.314786657,10,13,10.54166667,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,6343.5,0.332070704,10,13,10.54166667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13307.5,0.329443093,10,20,10.83333333,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10078,0.333166477,10,20,10.83333333,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13704,0.333226346,10,20,10.83333333,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11445.5,0.333167266,10,20,10.83333333,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7312.5,0.332353513,10,20,10.83333333,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,6773.5,0.33660924,10,20,10.83333333,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,15795,0.327684076,10,20,10.83333333,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,4953,0.32575557,10,20,10.83333333,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8715.5,0.323930417,10,20,10.83333333,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,5959,0.324564091,10,20,10.83333333,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3878,0.325942811,10,20,10.83333333,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9302.5,0.340882686,10,20,10.83333333,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7456,0.334268854,10,20,10.83333333,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,14727.5,0.340656303,10,20,10.83333333,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8758,0.317439632,10,20,10.83333333,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3865.5,0.324858351,10,20,10.83333333,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7263,0.328526242,10,20,10.83333333,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,8808.5,0.329271442,10,20,10.83333333,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3344.5,0.326386142,10,20,10.83333333,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5239,0.327859752,10,20,10.83333333,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,5145.5,0.318104713,10,20,10.83333333,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,4639.5,0.324013261,10,20,10.83333333,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,6852,0.323663207,10,20,10.83333333,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,9798,0.342495887,10,20,10.83333333,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10498,0.331596042,10,20,10.83333333,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4695.5,0.328723211,10,20,10.83333333,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5852.5,0.327916084,10,20,10.83333333,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2514.5,0.325942733,10,20,10.83333333,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6640.5,0.32913191,10,20,10.83333333,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9501.5,0.327741797,10,20,10.83333333,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2539.5,0.305648326,10,20,10.83333333,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6072.5,0.320177726,10,20,10.83333333,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,4094,0.315536892,10,20,10.83333333,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,6963,0.325830868,10,20,10.83333333,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3368,0.32831643,10,20,10.83333333,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4997.5,0.330324648,10,20,10.83333333,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3492,0.314583964,10,20,10.83333333,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,6337,0.331765582,10,20,10.83333333,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13158,0.329592796,11,6,11.25,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,9855,0.333688956,11,6,11.25,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13770,0.333185492,11,6,11.25,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11194,0.334703681,11,6,11.25,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7239.5,0.332223458,11,6,11.25,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,6762.5,0.335071794,11,6,11.25,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,15862.5,0.325624956,11,6,11.25,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,4979,0.325585714,11,6,11.25,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8997,0.324293728,11,6,11.25,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6294,0.324116912,11,6,11.25,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4018.5,0.326873949,11,6,11.25,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9670.5,0.339876462,11,6,11.25,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7567.5,0.334844758,11,6,11.25,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,14649.5,0.34023399,11,6,11.25,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8884,0.316537712,11,6,11.25,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3832.5,0.324603172,11,6,11.25,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7573,0.328325212,11,6,11.25,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9087.5,0.327484618,11,6,11.25,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3485.5,0.326795086,11,6,11.25,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5169,0.327804009,11,6,11.25,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,5459.5,0.31753444,11,6,11.25,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,4869.5,0.323404902,11,6,11.25,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7033,0.322734246,11,6,11.25,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10124,0.340623786,11,6,11.25,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10404.5,0.33051233,11,6,11.25,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4925.5,0.327018257,11,6,11.25,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5776.5,0.327457444,11,6,11.25,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2540.5,0.325321074,11,6,11.25,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6918,0.32825939,11,6,11.25,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9630,0.326269593,11,6,11.25,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2600,0.304036844,11,6,11.25,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6120,0.320712983,11,6,11.25,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3958.5,0.316001666,11,6,11.25,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,7130.5,0.327863056,11,6,11.25,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3428,0.328427093,11,6,11.25,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5084.5,0.330435497,11,6,11.25,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3554.5,0.313537634,11,6,11.25,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,6417,0.332132353,11,6,11.25,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13395.5,0.329319466,11,13,11.54166667,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10016.5,0.333407626,11,13,11.54166667,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13985.5,0.333197243,11,13,11.54166667,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11407.5,0.333113011,11,13,11.54166667,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7297.5,0.33245698,11,13,11.54166667,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,7060.5,0.335240542,11,13,11.54166667,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,16050,0.326222055,11,13,11.54166667,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5168,0.325067993,11,13,11.54166667,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8828,0.323551855,11,13,11.54166667,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6002.5,0.32363074,11,13,11.54166667,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4021,0.326919515,11,13,11.54166667,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9442,0.339635488,11,13,11.54166667,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7444.5,0.333298729,11,13,11.54166667,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,14870,0.340319715,11,13,11.54166667,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8777.5,0.316268436,11,13,11.54166667,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3880,0.324408201,11,13,11.54166667,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7546,0.327997014,11,13,11.54166667,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9175,0.327903169,11,13,11.54166667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3509.5,0.325289872,11,13,11.54166667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5474,0.327827194,11,13,11.54166667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,5614.5,0.318520722,11,13,11.54166667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,5447.5,0.323595232,11,13,11.54166667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7295.5,0.323316793,11,13,11.54166667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10230,0.341595576,11,13,11.54166667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10558,0.330893487,11,13,11.54166667,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4936,0.328097828,11,13,11.54166667,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5931.5,0.327360142,11,13,11.54166667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2545,0.327011262,11,13,11.54166667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6824.5,0.328349396,11,13,11.54166667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9530,0.328224789,11,13,11.54166667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2554,0.303686253,11,13,11.54166667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6165,0.320915435,11,13,11.54166667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3921.5,0.314519377,11,13,11.54166667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,7245,0.325130082,11,13,11.54166667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3473.5,0.328634945,11,13,11.54166667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5251.5,0.331861573,11,13,11.54166667,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3620.5,0.313629375,11,13,11.54166667,20 c03,3.469
