PlateNumber,Position,PlatePosition,Well,Nitrogen,Strain,Treatment_rep,area,greenness,Date,Hour,Date.merge,PlatexWell,StartingSize
15,0_4,plate1,d02,High,Sterile,Rep5,6627.5,0.331187591,3,13,3.541666667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3233.5,0.335190791,3,13,3.541666667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,3867,0.334095966,3,13,3.541666667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,4903.5,0.333285545,3,13,3.541666667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,2586.5,0.322988463,3,13,3.541666667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,3607.5,0.326363379,3,13,3.541666667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,7835,0.343951016,3,13,3.541666667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,8500,0.334702237,3,13,3.541666667,17 b03,7.257
17,1_1,plate1,d03,High,Inoculated,Rep7,3796,0.331437181,3,13,3.541666667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,1719,0.332226098,3,13,3.541666667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,4679,0.334012689,3,13,3.541666667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,6276.5,0.336217493,3,13,3.541666667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2537,0.325312417,3,13,3.541666667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,4206.5,0.3267366,3,13,3.541666667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3744,0.327201752,3,13,3.541666667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,3396,0.331074802,3,13,3.541666667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,2136.5,0.325329766,3,13,3.541666667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,3652,0.332778938,3,13,3.541666667,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,2988,0.324864815,3,13,3.541666667,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,4052,0.332358733,3,13,3.541666667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,12141,0.333126371,5,6,5.25,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,9952.5,0.337195123,5,6,5.25,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13157,0.333216415,5,6,5.25,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,9713.5,0.342326041,5,6,5.25,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,5793.5,0.331421289,5,6,5.25,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,5600,0.333593187,5,6,5.25,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,10923,0.334976976,5,6,5.25,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,3507.5,0.323732934,5,6,5.25,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,7394.5,0.328566765,5,6,5.25,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,4332.5,0.327134019,5,6,5.25,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,2684,0.328845027,5,6,5.25,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8000.5,0.341515479,5,6,5.25,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,5938.5,0.337059919,5,6,5.25,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,11363.5,0.342217532,5,6,5.25,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,6511.5,0.323004351,5,6,5.25,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,2595,0.328016952,5,6,5.25,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,5769,0.327876173,5,6,5.25,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,6524.5,0.332454501,5,6,5.25,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3353.5,0.336858735,5,6,5.25,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4151,0.330432417,5,6,5.25,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,5770.5,0.332568497,5,6,5.25,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,2885.5,0.321853508,5,6,5.25,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,4147.5,0.327841806,5,6,5.25,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,8656.5,0.342867407,5,6,5.25,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,8799.5,0.334392392,5,6,5.25,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,3307,0.334050946,5,6,5.25,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,4258.5,0.330975206,5,6,5.25,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,1893,0.329772073,5,6,5.25,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,5372.5,0.331472985,5,6,5.25,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,7714.5,0.334584439,5,6,5.25,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2496,0.325184008,5,6,5.25,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,4644.5,0.324845463,5,6,5.25,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3775.5,0.328816989,5,6,5.25,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,3921,0.3318596,5,6,5.25,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,2411.5,0.324295476,5,6,5.25,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4048.5,0.332770704,5,6,5.25,20 a06,2.8025
20,1_4,plate2,c06,High,Inoculated,Rep10,4891,0.331753215,5,6,5.25,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,12862,0.329295166,5,13,5.541666667,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10070.5,0.335050866,5,13,5.541666667,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13472.5,0.33202695,5,13,5.541666667,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,10284,0.339755665,5,13,5.541666667,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,5699,0.333462323,5,13,5.541666667,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,5416,0.335038971,5,13,5.541666667,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,11175.5,0.336373059,5,13,5.541666667,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,3445,0.324550769,5,13,5.541666667,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,7576.5,0.329600154,5,13,5.541666667,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,4591.5,0.32716245,5,13,5.541666667,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,2865.5,0.329721591,5,13,5.541666667,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8213.5,0.3431421,5,13,5.541666667,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,6048,0.338473784,5,13,5.541666667,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,11808,0.342171282,5,13,5.541666667,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,6656,0.326213125,5,13,5.541666667,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,2752,0.326276919,5,13,5.541666667,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,5876.5,0.328215458,5,13,5.541666667,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,6453,0.333324169,5,13,5.541666667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3322,0.335470121,5,13,5.541666667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4196.5,0.331560192,5,13,5.541666667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6059,0.332067473,5,13,5.541666667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,2847.5,0.320205274,5,13,5.541666667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,4515,0.328081769,5,13,5.541666667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,8708.5,0.344464784,5,13,5.541666667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,9051.5,0.334623212,5,13,5.541666667,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,3458.5,0.333953464,5,13,5.541666667,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,4340.5,0.330198258,5,13,5.541666667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,1984.5,0.329193747,5,13,5.541666667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,5326.5,0.329460189,5,13,5.541666667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,8170.5,0.332924055,5,13,5.541666667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2429.5,0.323727747,5,13,5.541666667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,4703.5,0.324132053,5,13,5.541666667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3797,0.327644863,5,13,5.541666667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,4102.5,0.329954748,5,13,5.541666667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,2628,0.32550349,5,13,5.541666667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4134,0.332201187,5,13,5.541666667,20 a06,2.8025
20,1_4,plate2,c06,High,Inoculated,Rep10,5069,0.33198764,5,13,5.541666667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,12852,0.32885072,5,20,5.833333333,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10211,0.333727732,5,20,5.833333333,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13447,0.33220972,5,20,5.833333333,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,10424.5,0.338845422,5,20,5.833333333,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,5715,0.333153905,5,20,5.833333333,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,5636,0.335457431,5,20,5.833333333,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,11425,0.336716946,5,20,5.833333333,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,3599.5,0.324535963,5,20,5.833333333,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,7937.5,0.330771103,5,20,5.833333333,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,4691,0.328841336,5,20,5.833333333,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3014,0.331276732,5,20,5.833333333,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8204.5,0.344758107,5,20,5.833333333,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,6000,0.339946435,5,20,5.833333333,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,11837,0.343028715,5,20,5.833333333,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,6521.5,0.325389242,5,20,5.833333333,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,2750.5,0.32602291,5,20,5.833333333,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,5819.5,0.326854464,5,20,5.833333333,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,6690.5,0.332093726,5,20,5.833333333,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3320,0.333868493,5,20,5.833333333,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4338.5,0.330867865,5,20,5.833333333,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6118.5,0.331917284,5,20,5.833333333,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,2955.5,0.322836125,5,20,5.833333333,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,4559,0.32847014,5,20,5.833333333,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,8640.5,0.343594676,5,20,5.833333333,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,9165,0.334412424,5,20,5.833333333,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,3414,0.33269401,5,20,5.833333333,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,4391.5,0.329711659,5,20,5.833333333,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2007,0.329107627,5,20,5.833333333,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,5304,0.329647463,5,20,5.833333333,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,8102.5,0.332675082,5,20,5.833333333,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2343.5,0.322664672,5,20,5.833333333,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,4729.5,0.322795658,5,20,5.833333333,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3723,0.327521965,5,20,5.833333333,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,4223.5,0.329308261,5,20,5.833333333,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,2696,0.327473088,5,20,5.833333333,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4116.5,0.333968039,5,20,5.833333333,20 a06,2.8025
20,1_4,plate2,c06,High,Inoculated,Rep10,5086,0.332303211,5,20,5.833333333,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,12885,0.328455467,6,6,6.25,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10019,0.334823421,6,6,6.25,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13464.5,0.331010794,6,6,6.25,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,10815,0.337764955,6,6,6.25,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,5753,0.331820953,6,6,6.25,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,5636.5,0.334154298,6,6,6.25,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,11628.5,0.333974597,6,6,6.25,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,3622,0.324172165,6,6,6.25,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,7987,0.330012481,6,6,6.25,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,4696,0.328276146,6,6,6.25,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3020,0.33140369,6,6,6.25,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8185,0.344667553,6,6,6.25,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,6174,0.338719375,6,6,6.25,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,12294.5,0.341992817,6,6,6.25,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,6709.5,0.324603765,6,6,6.25,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,2820.5,0.325818537,6,6,6.25,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,5793.5,0.326787196,6,6,6.25,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,6647,0.332155627,6,6,6.25,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3250,0.334250445,6,6,6.25,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4378.5,0.329765733,6,6,6.25,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6286,0.331282983,6,6,6.25,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,2996.5,0.32139918,6,6,6.25,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,4723.5,0.328445635,6,6,6.25,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,8924,0.34248619,6,6,6.25,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,9170,0.332826185,6,6,6.25,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,3557,0.331196388,6,6,6.25,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,4366.5,0.328798285,6,6,6.25,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,1977,0.329678285,6,6,6.25,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,5233,0.330856638,6,6,6.25,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,8305,0.332543633,6,6,6.25,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2413.5,0.323543418,6,6,6.25,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,4710.5,0.322076463,6,6,6.25,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3734,0.327222443,6,6,6.25,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,4183.5,0.328453448,6,6,6.25,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,2736.5,0.326687901,6,6,6.25,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4281,0.334057573,6,6,6.25,20 a06,2.8025
20,1_4,plate2,c06,High,Inoculated,Rep10,5310.5,0.331899999,6,6,6.25,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,12601.5,0.329041784,6,13,6.541666667,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10107,0.334806514,6,13,6.541666667,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13221,0.331686951,6,13,6.541666667,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,10949.5,0.337807306,6,13,6.541666667,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,5734,0.331802131,6,13,6.541666667,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,5603.5,0.33506147,6,13,6.541666667,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,11994,0.332810398,6,13,6.541666667,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,3641,0.325170895,6,13,6.541666667,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8143,0.330339874,6,13,6.541666667,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,4794,0.327291545,6,13,6.541666667,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3090,0.330131398,6,13,6.541666667,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8365.5,0.344340882,6,13,6.541666667,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,6467.5,0.338455819,6,13,6.541666667,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,12070,0.341944335,6,13,6.541666667,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,6975.5,0.324641408,6,13,6.541666667,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,2870,0.325978544,6,13,6.541666667,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,5999,0.326600038,6,13,6.541666667,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,6874,0.330971534,6,13,6.541666667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3323.5,0.33326181,6,13,6.541666667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4515,0.328373036,6,13,6.541666667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6392.5,0.330587878,6,13,6.541666667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,3094,0.320603272,6,13,6.541666667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,4840,0.327372135,6,13,6.541666667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,8622,0.343617714,6,13,6.541666667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,9367,0.333895905,6,13,6.541666667,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,3731.5,0.333365227,6,13,6.541666667,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,4443,0.328886876,6,13,6.541666667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2005,0.330512059,6,13,6.541666667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,5375.5,0.331016862,6,13,6.541666667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,8601,0.332551379,6,13,6.541666667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2378.5,0.321374315,6,13,6.541666667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,4699,0.322990586,6,13,6.541666667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3771.5,0.327051609,6,13,6.541666667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,4242.5,0.32887879,6,13,6.541666667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,2844.5,0.328082688,6,13,6.541666667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4147.5,0.334643257,6,13,6.541666667,20 a06,2.8025
20,1_4,plate2,c06,High,Inoculated,Rep10,5246,0.332971329,6,13,6.541666667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,12998,0.328517766,6,20,6.833333333,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10132,0.333834878,6,20,6.833333333,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13474.5,0.33120595,6,20,6.833333333,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11188,0.337726579,6,20,6.833333333,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,5976.5,0.33149562,6,20,6.833333333,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,5630,0.335775113,6,20,6.833333333,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,12769,0.33245196,6,20,6.833333333,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,3754.5,0.325723257,6,20,6.833333333,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8333,0.329393966,6,20,6.833333333,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,4794,0.325546682,6,20,6.833333333,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3278,0.33001323,6,20,6.833333333,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8258,0.343955189,6,20,6.833333333,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,6457.5,0.338519982,6,20,6.833333333,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,12211,0.342329332,6,20,6.833333333,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,4755,0.320845613,6,20,6.833333333,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,2951.5,0.32627673,6,20,6.833333333,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,5972,0.326667109,6,20,6.833333333,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,7125,0.33085349,6,20,6.833333333,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3283,0.332494711,6,20,6.833333333,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,4419.5,0.328351552,6,20,6.833333333,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6433,0.331148514,6,20,6.833333333,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,3055.5,0.32107793,6,20,6.833333333,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,4959,0.327007302,6,20,6.833333333,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,8542.5,0.342875546,6,20,6.833333333,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,9312.5,0.33397768,6,20,6.833333333,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,3807,0.332019868,6,20,6.833333333,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,4374,0.329024867,6,20,6.833333333,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2123,0.328577944,6,20,6.833333333,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,5318.5,0.329093265,6,20,6.833333333,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,8759,0.332098979,6,20,6.833333333,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2362,0.321621198,6,20,6.833333333,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,4720,0.322939995,6,20,6.833333333,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3606.5,0.326262724,6,20,6.833333333,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,4311,0.32808028,6,20,6.833333333,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,2969.5,0.326278507,6,20,6.833333333,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,4244.5,0.333346618,6,20,6.833333333,20 a06,2.8025
20,1_4,plate2,c06,High,Inoculated,Rep10,5405,0.331722147,6,20,6.833333333,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13244.5,0.328083575,7,6,7.25,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10100,0.333894537,7,6,7.25,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13759.5,0.330812174,7,6,7.25,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11475.5,0.33673411,7,6,7.25,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,5982,0.331424198,7,6,7.25,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,5816,0.335480264,7,6,7.25,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,12680.5,0.330355624,7,6,7.25,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,3894,0.325562454,7,6,7.25,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8055.5,0.328628582,7,6,7.25,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,4805,0.325915511,7,6,7.25,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,3146,0.330173881,7,6,7.25,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,8239.5,0.34381433,7,6,7.25,13 d04,7.088
